chr1	10001	10
chr1	10002	14
chr1	10003	22
chr1	10004	36
chr1	10005	42
chr1	10006	46
chr1	10007	54
chr1	10008	61
chr1	10009	66
chr1	10010	70
chr1	10011	72
chr1	10012	74
chr1	10013	76
chr1	10014	78
chr1	10015	79
chr1	10016	83
chr1	10017	85
chr1	10018	87
chr1	10019	88
chr1	10020	89
chr1	10021	91
chr1	10022	92
chr1	10023	94
chr1	10024	95
chr1	10025	95
chr1	10026	97
chr1	10027	98
chr1	10028	99
chr1	10029	99
chr1	10030	101
chr1	10031	101
chr1	10032	101
chr1	10033	102
chr1	10034	103
chr1	10035	105
chr1	10036	106
chr1	10037	107
chr1	10038	108
chr1	10039	110
chr1	10040	112
chr1	10041	112
chr1	10042	113
chr1	10043	114
chr1	10044	115
chr1	10045	115
chr1	10046	115
chr1	10047	115
chr1	10048	117
chr1	10049	119
chr1	10050	120
chr1	10051	123
chr1	10052	123
chr1	10053	124
chr1	10054	124
chr1	10055	124
chr1	10056	124
chr1	10057	125
chr1	10058	126
chr1	10059	125
chr1	10060	126
chr1	10061	127
chr1	10062	127
chr1	10063	127
chr1	10064	129
chr1	10065	129
chr1	10066	129
chr1	10067	130
chr1	10068	130
chr1	10069	131
chr1	10070	133
chr1	10071	133
chr1	10072	132
chr1	10073	132
chr1	10074	134
chr1	10075	135
chr1	10076	135
chr1	10077	135
chr1	10078	137
chr1	10079	137
chr1	10080	137
chr1	10081	137
chr1	10082	137
chr1	10083	136
chr1	10084	136
chr1	10085	137
chr1	10086	137
chr1	10087	137
chr1	10088	136
chr1	10089	137
chr1	10090	137
chr1	10091	137
chr1	10092	137
chr1	10093	136
chr1	10094	135
chr1	10095	135
chr1	10096	135
chr1	10097	136
chr1	10098	134
chr1	10099	132
chr1	10100	131
chr1	10101	126
chr1	10102	123
chr1	10103	112
chr1	10104	97
chr1	10105	84
chr1	10106	76
chr1	10107	67
chr1	10108	53
chr1	10109	52
chr1	10110	49
chr1	10111	49
chr1	10112	47
chr1	10113	45
chr1	10114	43
chr1	10115	44
chr1	10116	45
chr1	10117	46
chr1	10118	45
chr1	10119	45
chr1	10120	45
chr1	10121	43
chr1	10122	43
chr1	10123	42
chr1	10124	42
chr1	10125	41
chr1	10126	41
chr1	10127	41
chr1	10128	40
chr1	10129	40
chr1	10130	40
chr1	10131	39
chr1	10132	38
chr1	10133	38
chr1	10134	38
chr1	10135	37
chr1	10136	37
chr1	10137	36
chr1	10138	37
chr1	10139	35
chr1	10140	35
chr1	10141	35
chr1	10142	34
chr1	10143	34
chr1	10144	32
chr1	10145	32
chr1	10146	32
chr1	10147	33
chr1	10148	32
chr1	10149	32
chr1	10150	31
chr1	10151	30
chr1	10152	30
chr1	10153	29
chr1	10154	29
chr1	10155	28
chr1	10156	27
chr1	10157	28
chr1	10158	27
chr1	10159	27
chr1	10160	28
chr1	10161	28
chr1	10162	28
chr1	10163	29
chr1	10164	29
chr1	10165	29
chr1	10166	29
chr1	10167	28
chr1	10168	25
chr1	10169	25
chr1	10170	23
chr1	10171	22
chr1	10172	22
chr1	10173	21
chr1	10174	19
chr1	10175	18
chr1	10176	18
chr1	10177	19
chr1	10178	19
chr1	10179	18
chr1	10180	19
chr1	10181	20
chr1	10182	20
chr1	10183	21
chr1	10184	22
chr1	10185	22
chr1	10186	22
chr1	10187	22
chr1	10188	23
chr1	10189	23
chr1	10190	23
chr1	10191	23
chr1	10192	23
chr1	10193	23
chr1	10194	23
chr1	10195	23
chr1	10196	23
chr1	10197	23
chr1	10198	23
chr1	10199	22
chr1	10200	22
chr1	10201	22
chr1	10202	22
chr1	10203	22
chr1	10204	22
chr1	10205	22
chr1	10206	21
chr1	10207	21
chr1	10208	21
chr1	10209	20
chr1	10210	22
chr1	10211	22
chr1	10212	22
chr1	10213	22
chr1	10214	21
chr1	10215	21
chr1	10216	20
chr1	10217	20
chr1	10218	20
chr1	10219	19
chr1	10220	19
chr1	10221	18
chr1	10222	18
chr1	10223	18
chr1	10224	16
chr1	10225	16
chr1	10226	16
chr1	10227	16
chr1	10228	16
chr1	10229	16
chr1	10230	16
chr1	10231	16
chr1	10232	15
chr1	10233	14
chr1	10234	12
chr1	10235	12
chr1	10236	11
chr1	10237	11
chr1	10238	11
chr1	10239	11
chr1	10240	11
chr1	10241	11
chr1	10242	11
chr1	10243	11
chr1	10244	11
chr1	10245	11
chr1	10246	11
chr1	10247	10
chr1	10248	9
chr1	10249	8
chr1	10250	8
chr1	10251	8
chr1	10252	8
chr1	10253	8
chr1	10254	8
chr1	10255	9
chr1	10256	10
chr1	10257	10
chr1	10258	10
chr1	10259	10
chr1	10260	10
chr1	10261	10
chr1	10262	10
chr1	10263	10
chr1	10264	10
chr1	10265	10
chr1	10266	10
chr1	10267	11
chr1	10268	11
chr1	10269	12
chr1	10270	12
chr1	10271	12
chr1	10272	12
chr1	10273	13
chr1	10274	13
chr1	10275	13
chr1	10276	13
chr1	10277	12
chr1	10278	12
chr1	10279	13
chr1	10280	14
chr1	10281	16
chr1	10282	15
chr1	10283	16
chr1	10284	16
chr1	10285	19
chr1	10286	23
chr1	10287	26
chr1	10288	27
chr1	10289	26
chr1	10290	27
chr1	10291	28
chr1	10292	28
chr1	10293	29
chr1	10294	30
chr1	10295	32
chr1	10296	34
chr1	10297	34
chr1	10298	37
chr1	10299	38
chr1	10300	38
chr1	10301	38
chr1	10302	38
chr1	10303	39
chr1	10304	41
chr1	10305	41
chr1	10306	41
chr1	10307	41
chr1	10308	41
chr1	10309	41
chr1	10310	41
chr1	10311	43
chr1	10312	43
chr1	10313	43
chr1	10314	43
chr1	10315	43
chr1	10316	43
chr1	10317	44
chr1	10318	44
chr1	10319	44
chr1	10320	45
chr1	10321	44
chr1	10322	44
chr1	10323	45
chr1	10324	46
chr1	10325	46
chr1	10326	46
chr1	10327	46
chr1	10328	48
chr1	10329	49
chr1	10330	52
chr1	10331	52
chr1	10332	52
chr1	10333	53
chr1	10334	54
chr1	10335	57
chr1	10336	57
chr1	10337	57
chr1	10338	58
chr1	10339	60
chr1	10340	61
chr1	10341	63
chr1	10342	68
chr1	10343	67
chr1	10344	67
chr1	10345	67
chr1	10346	66
chr1	10347	66
chr1	10348	67
chr1	10349	67
chr1	10350	66
chr1	10351	67
chr1	10352	72
chr1	10353	79
chr1	10354	81
chr1	10355	83
chr1	10356	82
chr1	10357	84
chr1	10358	84
chr1	10359	86
chr1	10360	86
chr1	10361	87
chr1	10362	88
chr1	10363	88
chr1	10364	90
chr1	10365	92
chr1	10366	92
chr1	10367	92
chr1	10368	92
chr1	10369	96
chr1	10370	97
chr1	10371	96
chr1	10372	96
chr1	10373	96
chr1	10374	96
chr1	10375	97
chr1	10376	97
chr1	10377	97
chr1	10378	97
chr1	10379	97
chr1	10380	95
chr1	10381	98
chr1	10382	96
chr1	10383	98
chr1	10384	95
chr1	10385	94
chr1	10386	93
chr1	10387	96
chr1	10388	92
chr1	10389	91
chr1	10390	91
chr1	10391	88
chr1	10392	82
chr1	10393	82
chr1	10394	86
chr1	10395	99
chr1	10396	99
chr1	10397	101
chr1	10398	99
chr1	10399	100
chr1	10400	102
chr1	10401	105
chr1	10402	106
chr1	10403	107
chr1	10404	107
chr1	10405	107
chr1	10406	107
chr1	10407	107
chr1	10408	106
chr1	10409	107
chr1	10410	107
chr1	10411	107
chr1	10412	105
chr1	10413	104
chr1	10414	104
chr1	10415	104
chr1	10416	104
chr1	10417	104
chr1	10418	103
chr1	10419	103
chr1	10420	103
chr1	10421	103
chr1	10422	103
chr1	10423	100
chr1	10424	98
chr1	10425	95
chr1	10426	92
chr1	10427	92
chr1	10428	90
chr1	10429	87
chr1	10430	84
chr1	10431	83
chr1	10432	81
chr1	10433	78
chr1	10434	73
chr1	10435	72
chr1	10436	69
chr1	10437	67
chr1	10438	58
chr1	10439	52
chr1	10440	50
chr1	10441	47
chr1	10442	41
chr1	10443	41
chr1	10444	41
chr1	10445	41
chr1	10446	41
chr1	10447	39
chr1	10448	39
chr1	10449	38
chr1	10450	36
chr1	10451	35
chr1	10452	33
chr1	10453	31
chr1	10454	31
chr1	10455	29
chr1	10456	26
chr1	10457	25
chr1	10458	25
chr1	10459	24
chr1	10460	22
chr1	10461	22
chr1	10462	20
chr1	10463	17
chr1	10464	11
chr1	10465	10
chr1	10466	9
chr1	10467	6
